SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Feb 17 17:28:44 PST 2017
User: admin
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G8485
Integration Time (usec): 100000 (USB2G8485)
Spectra Averaged: 1 (USB2G8485)
Boxcar Smoothing: 1 (USB2G8485)
Correct for Electrical Dark: No (USB2G8485)
Strobe/Lamp Enabled: No (USB2G8485)
Correct for Detector Non-linearity: No (USB2G8485)
Correct for Stray Light: No (USB2G8485)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	0.00
1.00	79.67
2.00	120.00
3.00	121.33
4.00	122.67
5.00	123.33
6.00	123.33
7.00	124.33
8.00	126.00
9.00	127.67
10.00	128.33
11.00	130.00
12.00	130.33
13.00	130.00
14.00	129.00
15.00	129.33
16.00	130.33
17.00	131.00
18.00	130.67
19.00	130.67
20.00	130.33
21.00	130.33
22.00	130.00
23.00	130.00
24.00	132.00
25.00	134.67
26.00	137.67
27.00	137.67
28.00	136.67
29.00	135.33
30.00	136.00
31.00	137.33
32.00	137.67
33.00	137.00
34.00	135.67
35.00	134.67
36.00	133.67
37.00	133.00
38.00	133.33
39.00	134.67
40.00	135.67
41.00	136.00
42.00	137.33
43.00	137.67
44.00	138.00
45.00	137.33
46.00	136.67
47.00	135.67
48.00	135.00
49.00	135.33
50.00	137.00
51.00	138.33
52.00	140.33
53.00	140.00
54.00	140.00
55.00	140.00
56.00	140.67
57.00	140.33
58.00	137.67
59.00	136.67
60.00	137.00
61.00	137.33
62.00	136.33
63.00	136.33
64.00	137.00
65.00	139.33
66.00	139.33
67.00	140.67
68.00	140.67
69.00	140.67
70.00	141.00
71.00	142.00
72.00	142.00
73.00	142.00
74.00	141.00
75.00	141.33
76.00	141.33
77.00	140.67
78.00	140.00
79.00	139.67
80.00	139.67
81.00	140.33
82.00	141.00
83.00	142.33
84.00	142.00
85.00	141.33
86.00	139.67
87.00	140.33
88.00	140.00
89.00	141.33
90.00	142.00
91.00	144.00
92.00	146.00
93.00	147.67
94.00	150.33
95.00	150.33
96.00	151.00
97.00	148.00
98.00	145.00
99.00	142.67
100.00	143.33
101.00	145.67
102.00	146.67
103.00	146.00
104.00	146.00
105.00	146.00
106.00	148.00
107.00	150.33
108.00	151.33
109.00	151.67
110.00	149.33
111.00	149.33
112.00	147.00
113.00	149.00
114.00	151.00
115.00	155.00
116.00	156.33
117.00	154.33
118.00	152.33
119.00	151.67
120.00	152.00
121.00	153.33
122.00	154.00
123.00	156.67
124.00	157.00
125.00	156.67
126.00	158.67
127.00	159.67
128.00	160.33
129.00	158.33
130.00	160.00
131.00	163.33
132.00	165.67
133.00	167.00
134.00	165.67
135.00	165.33
136.00	164.67
137.00	168.00
138.00	168.67
139.00	169.67
140.00	168.00
141.00	168.33
142.00	169.33
143.00	170.67
144.00	171.00
145.00	174.00
146.00	174.67
147.00	176.00
148.00	175.33
149.00	176.67
150.00	179.00
151.00	182.33
152.00	186.33
153.00	188.67
154.00	187.33
155.00	185.67
156.00	185.67
157.00	187.00
158.00	189.67
159.00	189.67
160.00	191.00
161.00	190.67
162.00	196.67
163.00	198.67
164.00	203.67
165.00	204.67
166.00	206.33
167.00	205.67
168.00	208.67
169.00	211.33
170.00	214.67
171.00	217.00
172.00	222.33
173.00	224.67
174.00	222.67
175.00	223.67
176.00	227.33
177.00	233.67
178.00	235.67
179.00	237.67
180.00	238.00
181.00	239.00
182.00	243.67
183.00	248.33
184.00	251.00
185.00	252.00
186.00	255.67
187.00	265.33
188.00	270.00
189.00	274.33
190.00	276.33
191.00	283.33
192.00	285.33
193.00	287.33
194.00	284.67
195.00	290.33
196.00	293.67
197.00	300.33
198.00	300.33
199.00	303.33
200.00	307.67
201.00	313.00
202.00	314.33
203.00	318.67
204.00	321.00
205.00	324.00
206.00	323.67
207.00	325.00
208.00	329.67
209.00	333.33
210.00	339.33
211.00	341.33
212.00	346.67
213.00	351.33
214.00	358.33
215.00	359.00
216.00	357.33
217.00	360.67
218.00	363.67
219.00	372.00
220.00	381.00
221.00	389.67
222.00	394.67
223.00	397.00
224.00	402.67
225.00	403.67
226.00	408.00
227.00	408.67
228.00	415.67
229.00	417.67
230.00	428.33
231.00	434.00
232.00	443.00
233.00	439.33
234.00	448.00
235.00	447.33
236.00	453.67
237.00	451.67
238.00	456.67
239.00	469.67
240.00	481.33
241.00	490.33
242.00	489.00
243.00	489.33
244.00	485.67
245.00	494.00
246.00	497.33
247.00	506.67
248.00	510.33
249.00	522.67
250.00	531.67
251.00	530.33
252.00	528.00
253.00	532.00
254.00	541.33
255.00	547.33
256.00	550.00
257.00	558.33
258.00	563.00
259.00	565.67
260.00	566.67
261.00	579.00
262.00	587.00
263.00	594.67
264.00	594.33
265.00	600.00
266.00	601.00
267.00	601.00
268.00	608.33
269.00	617.67
270.00	630.67
271.00	632.00
272.00	642.67
273.00	646.67
274.00	652.33
275.00	650.33
276.00	660.00
277.00	668.00
278.00	675.33
279.00	679.33
280.00	684.67
281.00	697.67
282.00	704.33
283.00	715.33
284.00	716.67
285.00	718.00
286.00	725.00
287.00	729.67
288.00	744.33
289.00	750.67
290.00	762.33
291.00	771.00
292.00	771.00
293.00	770.00
294.00	770.33
295.00	781.33
296.00	784.67
297.00	789.00
298.00	799.00
299.00	813.33
300.00	822.00
301.00	826.00
302.00	832.33
303.00	846.33
304.00	857.00
305.00	870.67
306.00	872.00
307.00	876.00
308.00	881.67
309.00	885.67
310.00	892.00
311.00	894.33
312.00	913.33
313.00	919.00
314.00	932.67
315.00	933.33
316.00	942.33
317.00	944.00
318.00	955.67
319.00	970.67
320.00	980.33
321.00	983.67
322.00	985.33
323.00	989.00
324.00	996.00
325.00	995.33
326.00	1005.67
327.00	1010.33
328.00	1035.67
329.00	1042.00
330.00	1053.00
331.00	1050.33
332.00	1059.33
333.00	1069.67
334.00	1088.00
335.00	1091.33
336.00	1092.33
337.00	1096.00
338.00	1112.33
339.00	1131.00
340.00	1140.33
341.00	1151.67
342.00	1166.67
343.00	1172.67
344.00	1185.00
345.00	1187.67
346.00	1203.67
347.00	1205.33
348.00	1220.33
349.00	1233.00
350.00	1256.00
351.00	1264.33
352.00	1271.00
353.00	1282.33
354.00	1295.33
355.00	1312.67
356.00	1323.33
357.00	1334.00
358.00	1338.00
359.00	1363.00
360.00	1391.00
361.00	1421.00
362.00	1431.67
363.00	1439.67
364.00	1453.00
365.00	1469.00
366.00	1490.00
367.00	1507.67
368.00	1519.00
369.00	1532.67
370.00	1556.00
371.00	1581.00
372.00	1598.00
373.00	1599.00
374.00	1618.33
375.00	1635.33
376.00	1660.00
377.00	1670.67
378.00	1688.67
379.00	1708.33
380.00	1736.00
381.00	1759.33
382.00	1771.67
383.00	1783.67
384.00	1794.67
385.00	1820.33
386.00	1832.33
387.00	1851.67
388.00	1869.67
389.00	1897.33
390.00	1912.33
391.00	1925.33
392.00	1935.33
393.00	1948.33
394.00	1963.33
395.00	1978.67
396.00	1994.00
397.00	2014.00
398.00	2026.33
399.00	2054.00
400.00	2065.67
401.00	2078.33
402.00	2080.33
403.00	2096.33
404.00	2105.67
405.00	2120.00
406.00	2121.67
407.00	2125.00
408.00	2135.67
409.00	2151.67
410.00	2173.67
411.00	2184.33
412.00	2191.33
413.00	2204.67
414.00	2221.67
415.00	2235.67
416.00	2253.00
417.00	2263.33
418.00	2284.33
419.00	2284.67
420.00	2299.67
421.00	2308.67
422.00	2312.67
423.00	2317.33
424.00	2329.67
425.00	2348.33
426.00	2360.67
427.00	2374.00
428.00	2382.00
429.00	2387.33
430.00	2386.00
431.00	2404.33
432.00	2414.33
433.00	2430.67
434.00	2436.67
435.00	2445.00
436.00	2447.67
437.00	2455.67
438.00	2471.33
439.00	2477.67
440.00	2488.00
441.00	2498.67
442.00	2519.00
443.00	2533.00
444.00	2536.00
445.00	2550.00
446.00	2571.67
447.00	2592.33
448.00	2590.00
449.00	2595.67
450.00	2597.67
451.00	2607.67
452.00	2615.33
453.00	2628.00
454.00	2643.00
455.00	2641.67
456.00	2652.67
457.00	2662.33
458.00	2676.00
459.00	2673.33
460.00	2671.00
461.00	2678.00
462.00	2695.00
463.00	2710.67
464.00	2721.33
465.00	2737.67
466.00	2743.33
467.00	2754.00
468.00	2762.00
469.00	2776.00
470.00	2790.00
471.00	2788.33
472.00	2792.67
473.00	2785.00
474.00	2803.67
475.00	2822.33
476.00	2838.67
477.00	2837.33
478.00	2834.67
479.00	2841.67
480.00	2850.00
481.00	2852.67
482.00	2866.00
483.00	2885.00
484.00	2901.00
485.00	2898.67
486.00	2894.00
487.00	2890.33
488.00	2893.67
489.00	2900.00
490.00	2902.00
491.00	2911.33
492.00	2908.67
493.00	2922.33
494.00	2933.67
495.00	2948.00
496.00	2944.00
497.00	2944.33
498.00	2948.67
499.00	2966.67
500.00	2966.33
501.00	2977.33
502.00	2993.33
503.00	3001.33
504.00	2998.33
505.00	2995.33
506.00	2997.00
507.00	2998.67
508.00	3001.33
509.00	3011.33
510.00	3017.00
511.00	3027.67
512.00	3038.00
513.00	3054.33
514.00	3049.00
515.00	3046.33
516.00	3039.67
517.00	3030.33
518.00	3025.67
519.00	3036.33
520.00	3048.67
521.00	3067.67
522.00	3076.33
523.00	3091.00
524.00	3086.67
525.00	3077.33
526.00	3085.33
527.00	3104.00
528.00	3113.00
529.00	3120.33
530.00	3123.67
531.00	3146.00
532.00	3149.67
533.00	3148.00
534.00	3137.00
535.00	3136.33
536.00	3138.00
537.00	3158.67
538.00	3169.33
539.00	3185.00
540.00	3186.33
541.00	3193.67
542.00	3199.33
543.00	3197.33
544.00	3200.00
545.00	3217.33
546.00	3228.67
547.00	3238.00
548.00	3238.67
549.00	3250.00
550.00	3260.33
551.00	3270.67
552.00	3275.33
553.00	3276.00
554.00	3270.33
555.00	3293.33
556.00	3318.00
557.00	3340.00
558.00	3333.67
559.00	3333.67
560.00	3347.33
561.00	3363.67
562.00	3383.00
563.00	3374.33
564.00	3374.33
565.00	3367.00
566.00	3375.00
567.00	3381.00
568.00	3385.67
569.00	3399.33
570.00	3407.33
571.00	3409.00
572.00	3422.00
573.00	3422.00
574.00	3439.67
575.00	3437.00
576.00	3447.67
577.00	3438.00
578.00	3450.00
579.00	3455.67
580.00	3467.67
581.00	3476.33
582.00	3480.33
583.00	3489.33
584.00	3481.67
585.00	3491.67
586.00	3485.33
587.00	3490.33
588.00	3491.00
589.00	3518.67
590.00	3529.00
591.00	3524.33
592.00	3520.00
593.00	3522.67
594.00	3539.00
595.00	3531.67
596.00	3538.00
597.00	3541.33
598.00	3554.00
599.00	3558.33
600.00	3556.67
601.00	3554.33
602.00	3546.00
603.00	3554.00
604.00	3558.00
605.00	3573.33
606.00	3566.33
607.00	3573.00
608.00	3565.33
609.00	3567.67
610.00	3571.00
611.00	3577.00
612.00	3589.67
613.00	3596.67
614.00	3608.67
615.00	3613.00
616.00	3616.33
617.00	3601.33
618.00	3604.67
619.00	3610.33
620.00	3620.67
621.00	3636.00
622.00	3631.67
623.00	3638.67
624.00	3635.33
625.00	3644.67
626.00	3656.00
627.00	3667.00
628.00	3669.33
629.00	3657.00
630.00	3647.67
631.00	3652.00
632.00	3659.00
633.00	3663.33
634.00	3645.67
635.00	3658.33
636.00	3666.33
637.00	3685.67
638.00	3687.00
639.00	3681.67
640.00	3689.33
641.00	3684.00
642.00	3687.00
643.00	3676.67
644.00	3691.67
645.00	3693.00
646.00	3701.00
647.00	3711.33
648.00	3729.33
649.00	3740.00
650.00	3730.67
651.00	3723.67
652.00	3725.00
653.00	3732.33
654.00	3747.33
655.00	3749.00
656.00	3761.00
657.00	3746.67
658.00	3744.67
659.00	3737.33
660.00	3744.00
661.00	3764.00
662.00	3767.00
663.00	3773.00
664.00	3772.00
665.00	3778.33
666.00	3786.00
667.00	3780.67
668.00	3788.33
669.00	3774.33
670.00	3785.00
671.00	3763.00
672.00	3778.00
673.00	3775.33
674.00	3785.33
675.00	3781.67
676.00	3775.00
677.00	3797.67
678.00	3799.67
679.00	3805.67
680.00	3777.33
681.00	3789.00
682.00	3786.67
683.00	3805.67
684.00	3802.67
685.00	3814.33
686.00	3818.67
687.00	3821.67
688.00	3825.67
689.00	3826.67
690.00	3832.33
691.00	3834.67
692.00	3837.67
693.00	3843.33
694.00	3855.00
695.00	3866.33
696.00	3858.67
697.00	3846.33
698.00	3837.00
699.00	3855.00
700.00	3851.67
701.00	3862.33
702.00	3852.33
703.00	3869.00
704.00	3876.67
705.00	3870.67
706.00	3870.00
707.00	3866.33
708.00	3886.00
709.00	3886.67
710.00	3886.33
711.00	3877.00
712.00	3882.00
713.00	3893.00
714.00	3911.67
715.00	3913.00
716.00	3913.67
717.00	3906.67
718.00	3917.00
719.00	3914.67
720.00	3915.33
721.00	3918.33
722.00	3922.00
723.00	3927.33
724.00	3923.00
725.00	3926.67
726.00	3932.67
727.00	3945.33
728.00	3938.00
729.00	3935.67
730.00	3934.33
731.00	3945.00
732.00	3956.00
733.00	3945.00
734.00	3938.00
735.00	3929.67
736.00	3933.67
737.00	3939.67
738.00	3944.67
739.00	3953.67
740.00	3966.00
741.00	3964.67
742.00	3965.00
743.00	3951.33
744.00	3952.00
745.00	3953.33
746.00	3960.00
747.00	3957.00
748.00	3950.67
749.00	3948.33
750.00	3962.00
751.00	3956.00
752.00	3948.00
753.00	3938.00
754.00	3941.67
755.00	3950.67
756.00	3952.00
757.00	3961.33
758.00	3964.00
759.00	3969.33
760.00	3959.00
761.00	3967.67
762.00	3953.33
763.00	3972.33
764.00	3959.00
765.00	3978.00
766.00	3960.00
767.00	3960.33
768.00	3958.67
769.00	3983.33
770.00	3992.33
771.00	3981.33
772.00	3958.67
773.00	3947.67
774.00	3941.33
775.00	3947.67
776.00	3950.33
777.00	3953.00
778.00	3946.67
779.00	3946.00
780.00	3952.67
781.00	3950.67
782.00	3951.00
783.00	3938.00
784.00	3950.33
785.00	3945.00
786.00	3951.33
787.00	3951.67
788.00	3948.67
789.00	3951.33
790.00	3932.00
791.00	3944.00
792.00	3938.67
793.00	3945.00
794.00	3936.33
795.00	3939.00
796.00	3932.00
797.00	3927.00
798.00	3926.00
799.00	3935.67
800.00	3927.67
801.00	3913.67
802.00	3906.00
803.00	3909.00
804.00	3925.00
805.00	3939.00
806.00	3928.00
807.00	3927.67
808.00	3916.67
809.00	3926.00
810.00	3922.33
811.00	3924.67
812.00	3932.00
813.00	3924.67
814.00	3906.33
815.00	3908.67
816.00	3908.33
817.00	3923.00
818.00	3916.67
819.00	3916.00
820.00	3911.33
821.00	3918.00
822.00	3906.33
823.00	3897.00
824.00	3880.67
825.00	3880.00
826.00	3867.67
827.00	3865.67
828.00	3860.67
829.00	3874.67
830.00	3878.33
831.00	3871.67
832.00	3859.00
833.00	3847.33
834.00	3851.00
835.00	3844.67
836.00	3840.00
837.00	3842.33
838.00	3855.33
839.00	3861.33
840.00	3872.67
841.00	3858.00
842.00	3850.33
843.00	3830.00
844.00	3835.00
845.00	3827.67
846.00	3834.33
847.00	3827.67
848.00	3837.67
849.00	3823.00
850.00	3811.33
851.00	3803.33
852.00	3799.67
853.00	3796.00
854.00	3784.00
855.00	3779.67
856.00	3797.33
857.00	3798.00
858.00	3800.67
859.00	3784.33
860.00	3774.67
861.00	3752.67
862.00	3749.00
863.00	3751.33
864.00	3764.00
865.00	3753.67
866.00	3746.67
867.00	3723.67
868.00	3730.00
869.00	3713.33
870.00	3719.33
871.00	3699.00
872.00	3716.67
873.00	3710.33
874.00	3698.00
875.00	3673.33
876.00	3674.67
877.00	3683.67
878.00	3675.67
879.00	3647.33
880.00	3641.67
881.00	3645.33
882.00	3662.67
883.00	3659.00
884.00	3656.33
885.00	3645.33
886.00	3651.00
887.00	3652.67
888.00	3650.00
889.00	3625.33
890.00	3624.33
891.00	3627.00
892.00	3621.67
893.00	3613.33
894.00	3607.00
895.00	3615.33
896.00	3600.00
897.00	3591.00
898.00	3582.67
899.00	3596.33
900.00	3589.00
901.00	3588.00
902.00	3568.00
903.00	3569.33
904.00	3566.00
905.00	3567.67
906.00	3567.33
907.00	3559.33
908.00	3560.67
909.00	3548.00
910.00	3551.33
911.00	3546.00
912.00	3544.00
913.00	3527.67
914.00	3520.67
915.00	3512.33
916.00	3509.00
917.00	3497.33
918.00	3491.67
919.00	3482.33
920.00	3499.67
921.00	3498.00
922.00	3502.67
923.00	3474.33
924.00	3475.67
925.00	3467.33
926.00	3472.67
927.00	3470.33
928.00	3464.67
929.00	3461.33
930.00	3449.00
931.00	3441.00
932.00	3426.00
933.00	3422.67
934.00	3424.00
935.00	3424.00
936.00	3428.00
937.00	3421.67
938.00	3409.67
939.00	3396.67
940.00	3394.00
941.00	3400.33
942.00	3400.00
943.00	3396.67
944.00	3383.00
945.00	3373.33
946.00	3365.00
947.00	3369.67
948.00	3375.67
949.00	3371.67
950.00	3361.67
951.00	3343.33
952.00	3337.33
953.00	3318.67
954.00	3304.00
955.00	3301.67
956.00	3306.33
957.00	3310.00
958.00	3300.67
959.00	3298.67
960.00	3295.33
961.00	3300.00
962.00	3294.33
963.00	3286.00
964.00	3274.00
965.00	3268.33
966.00	3275.67
967.00	3285.00
968.00	3287.33
969.00	3274.00
970.00	3255.67
971.00	3245.67
972.00	3234.67
973.00	3232.33
974.00	3220.67
975.00	3225.00
976.00	3221.33
977.00	3224.33
978.00	3223.00
979.00	3224.67
980.00	3221.00
981.00	3214.00
982.00	3198.00
983.00	3187.67
984.00	3181.00
985.00	3180.33
986.00	3175.00
987.00	3158.33
988.00	3139.33
989.00	3129.33
990.00	3136.33
991.00	3136.00
992.00	3134.00
993.00	3114.00
994.00	3099.67
995.00	3080.00
996.00	3090.00
997.00	3085.00
998.00	3097.00
999.00	3079.33
1000.00	3077.67
1001.00	3068.67
1002.00	3077.67
1003.00	3077.67
